Year Installed,Month Installed,Object ID,Address,Location,Street,Placement,Number of Racks,Number of Spaces,Last Edited Date,Geom
2013,3,746,2950 MISSION ST,Mission CDC,MISSION,SIDEWALK,1,2,,"(37.749818948, -122.418557008)"
2003,0,747,3017 MISSION ST,Paisano's,MISSION,SIDEWALK,1,2,,"(37.748832948, -122.417720009)"
2013,5,748,3032 MISSION ST,Mermaid Tattoo Salon,Mission,SIDEWALK,1,2,,"(37.7484969476, -122.418662009)"
2003,0,749,3101 MISSION ST,Carecen,MISSION,SIDEWALK,1,2,,"(37.7478533983, -122.418170508)"
2002,0,750,3119 MISSION ST,medical building,MISSION,SIDEWALK,1,2,,"(37.7475119475, -122.418308009)"
0,0,751,3120 MISSION ST,Career Link Center,MISSION,SIDEWALK,2,4,,"(37.7476479483, -122.419449009)"
2013,6,752,3139 MISSION ST,CoffeeShop,Mission,SIDEWALK,1,2,,"(37.7469979482, -122.418653009)"
2015,1,753,680 08TH ST,Blueprint Tap Room,08TH ST,SIDEWALK,3,6,,"(37.7749294483, -122.419415509)"
2012,7,754,3149 MISSION ST,Baby Blues BBQ,MISSION,SIDEWALK,2,4,,"(37.7468729481, -122.418784009)"
2013,5,755,3545 GEARY BLVD,Telegraph Crossfit,GEARY,SIDEWALK,1,2,,"(37.781042998, -122.457006209)"
2013,8,756,1541 TARAVAL ST,King of Thai Noodle,TARAVAL,SIDEWALK,1,2,,"(37.7424889476, -122.482813009)"
2013,7,757,5112 03RD ST,AA Photography,03RD ST,SIDEWALK,1,2,,"(37.732201118, -122.391962209)"
2013,8,758,5251 03RD ST,Las Palmas,03RD ST,SIDEWALK,1,2,,"(37.7297709475, -122.392154008)"
2003,0,759,3160 MISSION ST,Atlas Motors and El Rio,MISSION,SIDEWALK,2,4,,"(37.7466739475, -122.419544009)"
2015,1,760,233 SANSOME ST,BOMA,Sansome,SIDEWALK,1,2,,"(37.7926089477, -122.401315008)"
2015,1,761,800 PRESIDIO AVE,Booker T. Washington Community Service Center,PRESIDIO,SIDEWALK,2,4,,"(37.7842819477, -122.445891708)"
2015,1,762,2781 24TH ST,Brava Theater,24TH ST,SIDEWALK,2,4,,"(37.7527631482, -122.407988908)"
2013,5,763,1042 CLEMENT ST,Healthy Spirits,CLEMENT,SIDEWALK,2,4,,"(37.7828499481, -122.470532008)"
2013,5,764,1920 HAYES ST,Freewheel Hayes,HAYES,SIDEWALK,1,2,,"(37.7738759479, -122.448154009)"
2013,6,765,3026 24TH ST,Liberty Tax,24TH ST,SIDEWALK,1,2,,"(37.7528239477, -122.412527008)"
2013,7,766,1077 POST ST,Grass Roots,POST,SIDEWALK,1,2,,"(37.7866299479, -122.419413008)"
2015,6,767,2499 SAN BRUNO AVE,Breakfast at Tiffany's,SAN BRUNO AVE,SIDEWALK,1,2,,"(37.7304988483, -122.404549009)"
2013,6,768,3036 24TH ST,Alley Cat Books,24TH ST,SIDEWALK,1,2,,"(37.7528139476, -122.412687009)"
2013,5,769,3243 BALBOA ST,Mixed Nuts,BALBOA ST,SIDEWALK,1,2,,"(37.7756429382, -122.493464208)"
2013,7,770,150 MISSISSIPPI ST,Front Cafe,MISSISSIPPI,SIDEWALK,2,4,,"(37.7644119476, -122.395182009)"
2013,7,771,327 GRANT AVE,lululemon athletica,GRANT,SIDEWALK,1,2,,"(37.7901499476, -122.405870009)"
2013,9,772,540 09TH ST,MUJI,9TH ST,SIDEWALK,2,4,,"(37.7705589475, -122.408183009)"
2013,8,773,1285 SUTTER ST,multiple,SUTTER,SIDEWALK,2,4,,"(37.7873529481, -122.421189008)"
2013,8,774,1285 SUTTER ST,multiple,VAN NESS,SIDEWALK,2,4,,"(37.7873529481, -122.421189008)"
2013,7,775,2022 JUDAH ST,Eldon D. Young DDS,JUDAH,SIDEWALK,1,2,,"(37.7616439481, -122.483892008)"
2010,10,776,3188 MISSION ST,Caffeinated Comics,MISSION,SIDEWALK,1,2,,"(37.7461639478, -122.419833009)"
2013,7,777,397 ELLIS ST,Cinnabar,JONES ST,SIDEWALK,2,4,,"(37.7846839477, -122.412529009)"
2013,9,778,5 MASONIC AVE,Corner Store,MASONIC,SIDEWALK,2,4,,"(37.7820869477, -122.448016008)"
2015,1,779,679 03RD ST,Bright Wine,03RD ST,SIDEWALK,2,4,,"(37.7793176482, -122.392985208)"
2013,7,780,420 JUDAH ST,Dash Cafe,JUDAH,SIDEWALK,1,2,,"(37.7623709481, -122.466575009)"
2015,1,781,1960 BRYANT ST,Brightworks School,BRYANT ST,SIDEWALK,2,4,,"(37.7622168481, -122.410199608)"
2013,9,782,57 POST ST,Mechanic's Institute,POST,SIDEWALK,1,2,,"(37.7887469475, -122.403034008)"
2013,7,783,500 KIRKHAM ST,Roxie Market,KIRKHAM,SIDEWALK,1,2,,"(37.7604769477, -122.466357009)"
2013,8,784,700 IRVING ST,Pasquale's Pizzeria,IRVING,SIDEWALK,1,2,,"(37.7642519475, -122.465540008)"
2013,9,785,50 BEALE ST,Blue Shield of California and UCSF,BEALE,SIDEWALK,2,4,,"(37.7912389483, -122.396457009)"
2013,9,786,381 SOUTH VAN NESS AVE,Walzwerk,S VAN NESS,SIDEWALK,1,2,,"(37.7671746979, -122.417318908)"
2013,7,787,2600 MCALLISTER ST,Twilight Cafe,MCALLISTER,SIDEWALK,1,2,,"(37.7758909482, -122.455054008)"
2015,1,788,3445 CALIFORNIA ST,Bryan's Supermarket,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7864494475, -122.450830608)"
2013,9,789,398 12TH ST,Eagle Tavern,12TH ST,SIDEWALK,1,2,,"(37.7699819479, -122.413420009)"
2013,9,790,2645 OCEAN AVE,San Francisco Federal Union,OCEAN,SIDEWALK,1,2,,"(37.7316539475, -122.474188008)"
2015,6,791,2698 SAN BRUNO AVE,Bus Stop Liquors,SAN BRUNO AVE,SIDEWALK,1,2,,"(37.7277074477, -122.403881509)"
2015,6,792,5273 03RD ST,Butchertown Gourmet,03RD ST,SIDEWALK,1,2,,"(37.7295916479, -122.392423409)"
2013,7,793,3450 16TH ST,IEP Clinc,16TH ST,SIDEWALK,1,2,,"(37.7646909475, -122.429951009)"
2013,9,794,2900 24TH ST,Alcoholics Anonymous,24TH ST,SIDEWALK,1,2,,"(37.7528979479, -122.410272009)"
2013,6,795,2390 BUSH ST,St. Dominic's Catholic Church,STEINER,SIDEWALK,2,4,,"(37.7873849475, -122.435780008)"
2013,9,796,3088 24TH ST,Zoe's Restaurant,24TH ST,SIDEWALK,1,2,,"(37.7527069482, -122.413791008)"
2013,9,797,3315 20TH ST,Moxie Yoga,22ND ST,SIDEWALK,2,4,,"(37.7587389477, -122.415030009)"
2013,7,798,2078 UNION ST,Contrada Bikes,UNION,SIDEWALK,1,2,,"(37.7975739483, -122.433519009)"
2015,6,799,2020 LANE ST,Butchertown Gourmet,LANE ST,SIDEWALK,1,2,,"(37.7294275478, -122.392198009)"
2013,9,800,1798 CHURCH ST,Church Produce,CHURCH,SIDEWALK,1,2,,"(37.7422069477, -122.426810008)"
2013,7,801,2125 HARRISON ST,Like Twice,HARRISON,SIDEWALK,2,4,,"(37.7632608682, -122.412558909)"
2013,9,802,8 VALENCIA ST,Mission Bubbles and Verve Coffee,VALENCIA,SIDEWALK,2,4,,"(37.7718739479, -122.422866009)"
2013,10,803,21 CLARENCE PL,residential complex,CLARENCE,SIDEWALK,2,4,,"(37.7797339481, -122.392511008)"
2013,9,804,180 TOWNSEND ST,Say Media,TOWNSEND,SIDEWALK,1,2,,"(37.7793691379, -122.392606209)"
2013,7,805,1000 HOWARD ST,Mi Tierra Supermarket,HOWARD,SIDEWALK,2,4,,"(37.7797039477, -122.407597009)"
2013,9,806,1582 FOLSOM ST,"Willows, The",12TH ST,SIDEWALK,1,2,,"(37.7711409477, -122.415112008)"
2013,9,807,3261 23RD ST,Mission Presbyterian Church,23RD ST,SIDEWALK,2,4,,"(37.7536609477, -122.417709009)"
2013,9,808,1456 YORK ST,Nani's Day Care,YORK,SIDEWALK,1,2,,"(37.748902948, -122.408090009)"
2013,9,809,4304 18TH ST,US Post Office,18TH ST,SIDEWALK,1,2,,"(37.7609349481, -122.437405009)"
2013,9,810,1371 FULTON ST,San Francisco Pet Hospital,FULTON,SIDEWALK,1,2,,"(37.7764329475, -122.439247009)"
2013,9,811,2824 24TH ST,Five Markets,24TH ST,SIDEWALK,1,2,,"(37.753052948, -122.408705008)"
2013,7,812,500 FLORIDA ST,Panorama Bakery,FLORIDA,SIDEWALK,2,4,,"(37.7625899477, -122.411484009)"
2013,9,813,450 BALBOA ST,Melisa's Chinese Cuisine,BALBOA ST,SIDEWALK,1,2,,"(37.7774589475, -122.463741009)"
2013,7,814,3885 CESAR CHAVEZ ST,Omnivore Books,CESAR CHAVEZ,SIDEWALK,1,2,,"(37.7475908083, -122.426724408)"
2013,11,815,3442 SACRAMENTO ST,One Smart Kid,SACRAMENTO,SIDEWALK,1,2,,"(37.7881299476, -122.449468009)"
2014,9,816,925 COLE ST,Pharmaca Integrative Pharmacy,COLE,SIDEWALK,1,2,,"(37.7652959479, -122.450152009)"
2013,7,817,2095 HARRISON ST,Project Commotion,HARRISON,SIDEWALK,2,4,,"(37.7648099475, -122.412706009)"
2013,9,818,3086 24TH ST,Haus Coffee,24TH ST,SIDEWALK,1,2,,"(37.7527119478, -122.413704009)"
2015,1,819,380 EDDY ST,Cadillac Hotel,EDDY,SIDEWALK,2,4,,"(37.7840553481, -122.413946109)"
2015,7,820,67 05TH ST,Cafe Venue,05TH ST,SIDEWALK,1,2,,"(37.7832466479, -122.406760609)"
2015,1,821,395 HAYES ST,Caffe Delle Stelle,HAYES; GOUGH,SIDEWALK,2,4,,"(37.7768126483, -122.422770609)"
2013,10,822,170 VALENCIA ST,Baha'i Faith,VALENCIA,SIDEWALK,1,2,,"(37.7704309479, -122.422848009)"
2013,11,823,1243 SUTTER ST,Natural Mattress Store,SUTTER,SIDEWALK,1,2,,"(37.7874063782, -122.420769409)"
2013,9,824,815 EDDY ST,Electronic Frontier Foundation,EDDY,SIDEWALK,2,4,,"(37.7825449482, -122.421505009)"
2013,9,825,599 VALENCIA ST,PUBLIC Bikes,VALENCIA,SIDEWALK,2,4,,"(37.7635359482, -122.421399008)"
2011,9,826,3202 MISSION ST,Royal Cuckoo,MISSION,SIDEWALK,1,2,,"(37.7453968176, -122.420355909)"
2010,10,827,3211 MISSION ST,Taqueria Can Cun,MISSION,SIDEWALK,1,2,,"(37.7452699477, -122.419776008)"
2010,10,828,3218 MISSION ST,Blue Plate,MISSION,SIDEWALK,1,2,,"(37.7452749477, -122.420435008)"
2010,0,829,3221 MISSION ST,Thai Idea,MISSION,SIDEWALK,1,2,,"(37.7450819475, -122.419787008)"
2006,0,830,3223 MISSION ST,The Knockout,MISSION,SIDEWALK,1,2,,"(37.7450819475, -122.419787008)"
2013,7,831,2833 VICENTE ST,"Urban Farmer Store, The",40TH AVE and VICENTE ST,SIDEWALK,2,4,,"(37.7380949482, -122.497688009)"
2015,1,832,1747 CHURCH ST,Cardio-Tone,CHURCH,SIDEWALK,2,4,,"(37.7430459478, -122.426327009)"
2013,9,833,4829 GEARY BLVD,Pacifisia Investment & Realty,GEARY,SIDEWALK,1,2,,"(37.7803965383, -122.471218109)"
2013,9,834,539 GOUGH ST,Krav Maga Institute,GOUGH,SIDEWALK,1,2,,"(37.7784199481, -122.423562009)"
2013,10,835,553 PACIFIC AVE,Clubcard,PACIFIC,SIDEWALK,1,2,,"(37.7970033675, -122.404502508)"
2013,9,836,88 SPEAR ST,Walgreens,SPEAR,SIDEWALK,1,2,,"(37.7925359476, -122.394593009)"
2013,11,837,3234 SACRAMENTO ST,Vintage a la Mode,SACRAMENTO,SIDEWALK,1,2,,"(37.7885614079, -122.446188109)"
2013,9,838,480 02ND ST,Lumatic,STILLMAN,SIDEWALK,2,4,,"(37.7831948276, -122.394253909)"
2013,10,839,1520 STOCKTON ST,North East Medical Services,STOCKTON,SIDEWALK,1,2,,"(37.7999409481, -122.408725008)"
2013,9,840,1935 HAYES ST,Bend Yoga Studio,HAYES,SIDEWALK,1,2,,"(37.7733639476, -122.448352009)"
2013,9,841,301 BOCANA ST,Mason Kirby Architecture,BOCANA,SIDEWALK,1,2,,"(37.7391299477, -122.418445008)"
2015,1,842,55 TAYLOR ST,"Center for New Music Sanfrancisco, Inc.",TAYLOR,SIDEWALK,2,4,,"(37.7828599483, -122.410970009)"
2013,11,843,412 PRESIDIO ST,Bath Sense and More,PRESIDIO,SIDEWALK,1,2,,"(37.7880085178, -122.446725908)"
2013,11,844,880 MARKET ST,Anthropologie,MARKET,SIDEWALK,3,6,,"(37.7851108777, -122.407422709)"
2015,1,845,98 WEST PORTAL AVE,Chase Bank,WEST PORTAL,SIDEWALK,1,2,,"(37.7399852482, -122.467134109)"
2013,11,846,450 SUTTER ST,Medical and Dental building,SUTTER ST,SIDEWALK,1,2,,"(37.7896569478, -122.407834009)"
2015,1,847,1716 DIVISADERO ST,Cheese Steak Shop,DIVISADERO,SIDEWALK,1,2,,"(37.785587348, -122.439798809)"
2013,9,848,1539 FILLMORE ST,Hats on Fillmore,FILLMORE,SIDEWALK,1,2,,"(37.7839174979, -122.433119609)"
2015,1,849,333 DOLORES ST,Children's Day School,DOLORES,SIDEWALK,5,10,,"(37.7639006483, -122.425117609)"
2015,1,850,962 VALENCIA ST,Chrome Industries,VALENCIA,SIDEWALK,1,2,,"(37.7575529476, -122.421442509)"
2015,1,851,564 04TH ST,Cockscomb Restaurant,04TH ST,SIDEWALK,1,2,,"(37.7786599483, -122.397336009)"
2015,1,852,101 MONTGOMERY ST,Coffee Bar,MONTGOMERY,SIDEWALK,1,2,,"(37.7905299478, -122.402596709)"
2015,7,853,70 04TH ST,Cole Hardware,04TH ST,SIDEWALK,2,4,,"(37.7847077481, -122.404896309)"
2015,6,854,4301 03RD ST,College Track,03RD ST,SIDEWALK,1,2,,"(37.7383429483, -122.389084008)"
2015,1,855,4482 MISSION  ST,Cones n Cakes Mocha Chaca,MISSION ST,SIDEWALK,1,2,,"(37.7261182475, -122.433954809)"
2015,1,856,1301 14TH AVE,Congregation Beth Sholom,14TH AVE,SIDEWALK,2,4,,"(37.7636049476, -122.471948009)"
2015,1,857,2319 TARAVAL ST,Costello's Four Deuces,TARAVAL,SIDEWALK,1,2,,"(37.7421883477, -122.491109508)"
2015,1,858,80 TURK ST,CounterPULSE,TURK ST,SIDEWALK,2,4,,"(37.7833778483, -122.410403508)"
2015,1,859,674 SOUTH VAN NESS AVE,CrossFit Alinea,SOUTH VAN NESS,SIDEWALK,1,2,,"(37.7623398483, -122.417646208)"
2015,1,860,61 NEW MONTGOMERY ST,Crunch Fitness,JESSIE ST,SIDEWALK,1,2,,"(37.7881746482, -122.400913309)"
0,0,861,2324 CHESTNUT ST,Crunch Fitness,CHESTNUT ST,SIDEWALK,1,2,,"(37.7881746482, -122.400913309)"
2014,9,862,3355 19TH AVE,Temple Baptist Church,19TH AVE,SIDEWALK,1,2,,"(37.728502028, -122.475240808)"
2015,1,863,1767 CHURCH ST,Curator SF,CHURCH,SIDEWALK,2,4,,"(37.7426190479, -122.426412909)"
2013,9,864,399 GOLDEN GATE AVE,Philz Coffee,GOLDEN GATE,SIDEWALK,2,4,,"(37.7811995882, -122.416831609)"
2013,11,865,244 CALIFORNIA ST FLOOR 4,Michael Mina Restaurant,CALIFORNIA ST,SIDEWALK,2,4,,"(37.7935199783, -122.399604009)"
2015,1,866,6295 03RD ST,Cut Above the Rest,03RD ST,SIDEWALK,1,2,,"(37.7210311477, -122.396172408)"
2013,11,867,2170 BRYANT ST,Blowfish Sushi,BRYANT ST,SIDEWALK,1,2,,"(37.7594416583, -122.410179009)"
2015,1,868,1058 FOLSOM ST,Deli Board,RUSS ST,SIDEWALK,2,4,,"(37.7777275481, -122.407150408)"
2013,11,869,299 09TH ST,Azucar Lounge,09TH ST,SIDEWALK,1,2,,"(37.7740580179, -122.411667809)"
2015,1,870,2598 FOLSOM ST,"Delicatessen La Plaza, Casa Guadalupe",22ND ST,SIDEWALK,2,4,,"(37.755810648, -122.414602409)"
2015,1,871,3876 NORIEGA ST,Devil's Teeth Bakery,NORIEGA ST,SIDEWALK,1,2,,"(37.7531406483, -122.505009708)"
2015,1,872,290 DIVISION ST,DIAKADI Body,DIVISION,SIDEWALK,2,4,,"(37.7695119479, -122.408255008)"
2015,6,873,2225 03RD ST,Dignita,03RD ST,SIDEWALK,1,2,,"(37.7614635479, -122.388479509)"
2015,1,874,1 MARKET ST,Diva International Salon,MARKET ST,SIDEWALK,3,6,,"(37.7938276476, -122.394810009)"
2015,1,875,938 VALENCIA ST,Dolores Street Community Services,VALENCIA,SIDEWALK,1,2,,"(37.7578385483, -122.421491909)"
2015,1,876,1706 CHURCH ST,Drewes Meats,CHURCH,SIDEWALK,1,2,,"(37.7434699479, -122.426990009)"
2015,1,877,2022 JUDAH ST,Eldon D. Young DDS,JUDAH,SIDEWALK,1,2,,"(37.7615788478, -122.483944309)"
2015,1,878,3075 17TH ST,Electric Blanket SF,17TH ST,SIDEWALK,2,4,,"(37.7637049477, -122.414686109)"
2015,7,879,893A FOLSOM ST,"Elite Audio Systems, Inc.",FOLSOM,SIDEWALK,1,2,,"(37.7802199483, -122.402920009)"
2015,1,880,2400 GREENWICH ST,Embrace Health,GREENWICH; PIERCE,SIDEWALK,2,4,,"(37.798658948, -122.439364009)"
2013,11,881,414 BRANNAN ST,Hattery,BRANNAN ST,SIDEWALK,1,2,,"(37.7799307281, -122.394868509)"
2015,7,882,3230 MISSION ST,Emmy's Spaghetti Shack,MISSION ST,SIDEWALK,2,4,,"(37.7449625482, -122.420316209)"
2015,1,883,352 06TH ST,Ensoma,06TH ST,SIDEWALK,2,4,,"(37.7777694477, -122.404922908)"
2015,1,884,3242 22ND ST,Escape from New York Pizza,22ND ST,SIDEWALK,1,2,,"(37.7555519481, -122.419642609)"
2015,1,885,4151 17TH ST,Eureka Market,17TH ST,SIDEWALK,1,2,,"(37.7621704478, -122.438539909)"
2015,1,886,2539 MISSION ST,Evergreen Supermarket,MISSION ST,SIDEWALK,1,2,,"(37.7564189477, -122.418485009)"
2015,1,887,4501 MISSION ST,EXCELSIOR LIQUOR,MISSION ST,SIDEWALK,1,2,,"(37.7260599479, -122.433460008)"
2015,1,888,157 WEST PORTAL AVE,Face to Face,WEST PORTAL,SIDEWALK,1,2,,"(37.739008948, -122.467365009)"
2015,1,889,1275 FOLSOM ST,Fantasy Clothing,FOLSOM,SIDEWALK,2,4,,"(37.7738699479, -122.411000008)"
2003,0,890,3250 MISSION ST,Bank of America,MISSION,SIDEWALK,1,2,,"(37.7448729479, -122.420795009)"
2015,6,891,2598 SAN BRUNO AVE,Fat Beli Deli,SAN BRUNO AVE,SIDEWALK,1,2,,"(37.7288392478, -122.404139409)"
2015,1,892,200 PLYMOUTH AVE,Fellowship Urban Outreach,PLYMOUTH,SIDEWALK,2,4,,"(37.7124699482, -122.455770009)"
2013,8,893,None,Pier 52 Boat Launch,TERRY A FRANCOIS,SIDEWALK,2,4,,"(37.7709799481, -122.386260009)"
2013,11,894,4348 03RD ST,Universal Martial Arts Academy,03RD ST,SIDEWALK,1,2,,"(37.7382516976, -122.389702109)"
2015,1,895,3157 GEARY BLVD,Fifty Fifty Coffee and Tea,GEARY BLVD; SPRUCE ST,SIDEWALK,2,4,,"(37.7814689475, -122.452979408)"
2015,1,896,371 05TH ST,fitmob,5TH ST,SIDEWALK,2,4,,"(37.7794681477, -122.402148809)"
2015,8,897,1355 MARKET ST,Fitness SF,10TH ST,SIDEWALK,0,8,,"(37.7767395475, -122.416371509)"
2015,1,898,491 GUERRERO ST,Five Pins Project,GUERRERO,SIDEWALK,1,2,,"(37.7634462479, -122.423876009)"
2015,1,899,651 06TH AVE,Frank McCoppin (SA) CDC,06TH AVE,SIDEWALK,2,4,,"(37.7762860476, -122.463970409)"
2015,1,900,2 FOLSOM ST,Gap Headquarters,FOLSOM,SIDEWALK,6,12,,"(37.790786748, -122.390961609)"
2015,1,901,3944 GEARY BLVD,Genki Ramen,GEARY,SIDEWALK,1,2,,"(37.7813605483, -122.461898109)"
2015,1,902,1701 CHURCH ST,Getzwell Pediatrics,CHURCH,SIDEWALK,1,2,,"(37.7435799481, -122.426370008)"
2013,11,903,1 POLK ST,"Beer Hall, The",POLK,SIDEWALK,2,4,,"(37.7766819481, -122.418174008)"
2013,11,904,1 MARKET ST,Blush School of Makeup,MARKET,SIDEWALK,2,4,,"(37.7938714678, -122.394865209)"
2015,1,905,569 GEARY ST,Glass Kandy,GEARY,SIDEWALK,1,2,,"(37.7864679476, -122.412568109)"
2015,7,906,657 MISSION ST,GLBT Historical Society,MISSION ST,SIDEWALK,1,2,,"(37.7867112475, -122.400811209)"
2015,1,907,1561 POWELL ST,GLOW Yoga SF,POWELL,SIDEWALK,1,2,,"(37.7990633482, -122.410759509)"
2010,0,908,3269 MISSION ST,SF Federal Credit Union,MISSION,SIDEWALK,2,4,,"(37.7444149479, -122.420222008)"
2015,1,909,1199 DE HARO ST,Golden Gate Properties,23RD ST,SIDEWALK,1,2,,"(37.7546635478, -122.400620009)"
2015,1,910,4516 MISSION ST,Goldilock's Bake Shop,MISSION ST,SIDEWALK,1,2,,"(37.7256869478, -122.434407009)"
2013,11,911,5298 03RD ST,El Azteca Taqueria,03RD ST,SIDEWALK,1,2,,"(37.7294589478, -122.392920109)"
2015,1,912,61 WEST PORTAL AVE,Goodwill Boutique,WEST PORTAL,SIDEWALK,1,2,,"(37.7399663482, -122.466221608)"
2015,1,913,1239 09TH AVE,"Gordo Taqueria and Cutlery, The",09TH AVE,SIDEWALK,1,2,,"(37.7652062478, -122.466777809)"
2015,6,914,165 GRATTAN ST,Grattan Elementary School,GRATTAN,SIDEWALK,1,2,,"(37.7636308482, -122.450480309)"
2015,1,915,500 GROVE ST,GROVE ST. MARKET,GROVE ST,SIDEWALK,2,4,,"(37.7777459479, -122.425055008)"
2015,1,916,15 PAGE ST,Hair Play Salon,PAGE,SIDEWALK,2,4,,"(37.7741113482, -122.421305509)"
2015,1,917,1170 SUTTER ST,Haji Hardware,SUTTER,SIDEWALK,1,2,,"(37.7880499479, -122.419720009)"
2015,1,918,320 HAYES ST,Hayes Street Grill,HAYES,SIDEWALK,1,2,,"(37.7772808476, -122.421792909)"
2015,7,919,2200 MARKET ST,Hecho,MARKET ST,SIDEWALK,2,4,,"(37.765832348, -122.431458809)"
2013,11,920,1658 MARKET ST,Zuni Cafe,MARKET,SIDEWALK,3,6,,"(37.7735997082, -122.421608209)"
2015,1,921,1708 CHURCH ST,Henry's Hunan,CHURCH,SIDEWALK,1,2,,"(37.743400448, -122.426924609)"
2015,1,922,1423 POLK ST,Hi Lo Bar,POLK,SIDEWALK,1,2,,"(37.7898830481, -122.420888009)"
2015,7,923,300 PRECITA AVE,Hillside Supper Club Restaurant,PRECITA AVE; FOLSOM ST,SIDEWALK,2,4,,"(37.746643548, -122.413371908)"
2015,1,924,2345 HARRISON ST,HIT Fit SF,HARRISON,SIDEWALK,2,4,,"(37.7598224477, -122.412344308)"
2015,1,925,509 DIVISADERO ST,Holy of Holiness,DIVISADERO,SIDEWALK,1,2,,"(37.7744582481, -122.437908009)"
2015,1,926,2500 18TH ST,Homeless Prenatal Program,18TH ST; POTRERO,SIDEWALK,2,4,,"(37.7621969476, -122.407562008)"
2015,1,927,1001 MARKET ST,Homeskillet,6TH ST,SIDEWALK,2,4,,"(37.7819749479, -122.410257109)"
2015,1,928,1355 SANSOME ST,HULT International Business School,SANSOME,SIDEWALK,11,22,,"(37.8027158482, -122.403427008)"
2015,1,929,406 CORTLAND AVE,Integral Body,CORTLAND,SIDEWALK,1,2,,"(37.7389813476, -122.417518208)"
2015,1,930,443 VALENCIA ST,ivenga empanadas,VALENCIA,SIDEWALK,1,2,,"(37.7658907481, -122.421663808)"
2015,1,931,2201 SUTTER ST,Iyengar Yoga Institute of San Francisco,SUTTER,SIDEWALK,2,4,,"(37.785469948, -122.436740009)"
2015,6,932,3900 03RD ST,Javalencia Coffee,03RD ST; FAIRFAX AVE,SIDEWALK,1,2,,"(37.7419105481, -122.388548408)"
2015,1,933,1233 09TH AVE,Jenny's Burgers,09TH AVE,SIDEWALK,1,2,,"(37.7652874483, -122.466733209)"
2015,6,934,620 JONES ST,Jones Restaurant,JONES ST,SIDEWALK,1,2,,"(37.7871699477, -122.412980009)"
2015,1,935,4567 MISSION ST,Jupiter Market,MISSION ST,SIDEWALK,1,2,,"(37.7250626482, -122.434105509)"
2015,1,936,4596 MISSION ST,K & L Jewelry and Orthoworks and Dores Salon,MISSION ST,SIDEWALK,1,2,,"(37.7248650483, -122.435012808)"
2015,1,937,1356 POLK ST,Kasa Indian Eatery,PINE,SIDEWALK,1,2,,"(37.7895324482, -122.420200608)"
2015,1,938,1215 09TH AVE,Kate McIntyre State Farm,09TH AVE,SIDEWALK,1,2,,"(37.7655685481, -122.466603008)"
2015,1,939,1331 18TH ST,Kate's Closet,18TH ST,SIDEWALK,1,2,,"(37.7625025478, -122.396148408)"
2010,10,940,3309 MISSION ST,Bad Joes Body Shop,MISSION,SIDEWALK,2,4,,"(37.7439169478, -122.420592008)"
2015,6,941,734 LA PLAYA ST,Kawika's Ocean Beach Deli,LA PLAYA ST,SIDEWALK,1,2,,"(37.7745415483, -122.509958108)"
2015,1,942,565 SOUTH VAN NESS AVE,Kellymoore Paint Co.,SOUTH VAN NESS,SIDEWALK,1,2,,"(37.7642643483, -122.417078709)"
2015,1,943,755 STANYAN ST,Kezar Pavilion & Stadium,STANYAN,SIDEWALK,2,4,,"(37.7675271478, -122.454016709)"
2015,1,944,4551 MISSION ST,La Fiesta Hall,MISSION ST,SIDEWALK,1,2,,"(37.7252829477, -122.434010008)"
2015,6,945,2425 03RD ST,La Fromagerie,03RD ST,SIDEWALK,1,2,,"(37.7588999482, -122.388030008)"
2015,1,946,728 20TH ST,La Scuola,TENNESSEE ST,SIDEWALK,2,4,,"(37.7606204475, -122.389212808)"
2015,1,947,1263 LEAVENWORTH ST,Lebeau Nob Hill Market,LEAVENWORTH ST,SIDEWALK,1,2,,"(37.7927967478, -122.416340709)"
2015,1,948,1898 HYDE ST,Lemanski and Rockwell Architects,HYDE,SIDEWALK,2,4,,"(37.7982688478, -122.418896808)"
2014,9,949,18 10TH ST,NEMA,JESSIE,SIDEWALK,2,4,,"(37.7758370783, -122.417253509)"
2014,7,950,3729 BALBOA ST,Purusha Yoga,BALBOA ST,SIDEWALK,1,2,,"(37.775395828, -122.498866809)"
2015,1,951,1155 INDIANA ST,Lemnos Labs,INDIANA ST,SIDEWALK,3,6,,"(37.755746948, -122.390355009)"
2015,1,952,307 HAYES ST,Lers Ros Thai,HAYES,SIDEWALK,2,4,,"(37.7769238479, -122.421688608)"
2015,1,953,309 06TH AVE,Little Vietnam Cafe,06TH AVE,SIDEWALK,1,2,,"(37.7826777475, -122.464629408)"
2015,1,954,2670 HARRISON ST,Local Mission Market,HARRISON,SIDEWALK,2,4,,"(37.7548173477, -122.412412709)"
2015,1,955,524 IRVING ST,Loving Hut,IRVING,SIDEWALK,1,2,,"(37.7643199477, -122.463600008)"
2015,1,956,3247 MISSION ST,Lucitas Niteclub,MISSION ST,SIDEWALK,1,2,,"(37.7447589482, -122.420088208)"
2015,7,957,816 FOLSOM ST,Lulu,FOLSOM ST,SIDEWALK,2,4,,"(37.781799848, -122.401840009)"
2013,11,958,799 MARKET ST,Ross,MARKET,SIDEWALK,5,10,,"(37.7856469476, -122.405265009)"
2015,1,959,477 FULTON ST,LZ Patio and Wash,FULTON,SIDEWALK,1,2,,"(37.7785823478, -122.424614408)"
